#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:55:47 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:55:47	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F290%2Fcatalog&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType%2CRmag&-out.max=200000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7290
#Name: VII/290
#Title: The Million Quasars (Milliquas) catalogue, version 7.2 (Flesch, 2021)
#INFO	ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/290	    IVOID of underlying data collection
#INFO	creator=Flesch E.W.	    First author or institution
#INFO	cites=bibcode:2015PASA...32...10F	    Article or Data origin sources
#INFO	journal=PASA	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/290	    Dataset landing page
#INFO	publication_date=2024-02-13	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_290_catalog:
#Name: VII/290/catalog
#Title: The catalogue (v7.2), 30-April-2021
#Column	Name	(A25)	ID from the literature, or J2000 (2)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F11.7)	Right ascension J2000 (degrees) (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	Declination J2000 (degrees) (1)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	? Redshift from the literature or estimated (7)	[ucd=src.redshift]
#Column	Type	(A4)	Classification of object, and associations (3)	[ucd=meta.code.class;src.class]
#Column	Rmag	(F5.2)	? Red optical magnitude (4)	[ucd=phot.mag;em.opt.R]
Name	RAJ2000	DEJ2000	z	Type	Rmag
J000010.83+345326.9      	000.0451389	+34.8908056	      	R   	19.34
SDSS J000010.87+351938.5 	000.0453295	+35.3273697	 0.400	qR  	22.52
SDSS J000010.89+094235.0 	000.0453939	+09.7097722	 2.777	Q   	19.82
SDSS J000010.97+005653.3 	000.0457486	+00.9481539	 0.653	Q   	21.18
SDSS J000010.98+102200.4 	000.0457910	+10.3667970	 1.733	Q   	20.58
WISEA J000011.03-244156.6	000.0459597	-24.6990754	 2.300	q   	19.23
WISEA J000011.09-433316.4	000.0462531	-43.5546831	 0.800	qR  	20.01
SDSS J000011.11+264717.0 	000.0463327	+26.7880689	 2.018	Q   	22.12
SDSS J000011.12+213530.7 	000.0463565	+21.5918662	 1.232	Q   	20.11
SDSS J000011.16-014434.1 	000.0465250	-01.7428015	 2.172	Q   	20.44
SDSS J000011.18+182149.4 	000.0466250	+18.3637483	 1.541	Q   	21.31
SDSS J000011.25-044925.5 	000.0468811	-04.8237562	 1.484	Q   	20.78
SDSS J000011.37+150335.7 	000.0473856	+15.0599529	 2.180	QR  	20.13
SDSS J000011.41+145545.6 	000.0475625	+14.9293708	 0.460	Q   	19.36
SDSS J000011.43+312748.6 	000.0476372	+31.4635331	 1.908	Q   	19.99
QBQS J000011.42-331050.8 	000.0476512	-33.1807591	 3.106	Q   	17.99
SDSS J000011.48+032910.9 	000.0478528	+03.4863787	 1.599	Q   	21.51
SDSS J000011.52+060819.1 	000.0480712	+06.1386290	 2.136	Q   	21.18
SDSS J000011.57+033146.5 	000.0482300	+03.5295952	 2.881	Q   	20.68
WISEA J000011.60-384803.6	000.0483565	-38.8010226	 0.900	q   	20.86
WISEA J000011.63-562355.3	000.0485214	-56.3987085	 2.900	q   	18.09
2QZ J000011.6-313840     	000.0485481	-31.6444165	 2.680	Q   	20.12
WISEA J000011.66-595231.8	000.0486590	-59.8755315	 2.000	q   	19.51
SDSS J000011.69+081141.5 	000.0487262	+08.1948871	 1.996	QX  	20.87
RXS J00001+0523          	000.0488600	+05.3881980	 0.040	AX  	15.55
SDSS J000011.73+140334.6 	000.0488796	+14.0596224	 2.438	Q   	21.65
WISEA J000011.74+033005.5	000.0489481	+03.5015464	 0.900	q   	19.70
SDSS J000011.77+294035.0 	000.0490589	+29.6764087	 1.586	Q   	19.05
WISEA J000011.88+785819.0	000.0493040	+78.9719457	 0.200	q   	19.40
SDSS J000011.85+180539.0 	000.0494210	+18.0941814	 1.477	Q   	20.22
SDSS J000011.95+343538.6 	000.0498318	+34.5940695	 1.588	Q   	22.17
LBQS 2357-0014           	000.0498421	+00.0403701	 0.480	AX  	17.86
SDSS J000012.05-020014.1 	000.0502399	-02.0039300	 2.342	Q   	21.32
SDSS J000012.17+040458.2 	000.0507064	+04.0828450	 0.924	Q   	19.80
SDSS J000012.17-030035.8 	000.0507245	-03.0099335	 0.904	Q   	20.57
SDSS J000012.21+262205.5 	000.0509304	+26.3681764	 1.886	Q   	21.54
SDSS J000012.24-034301.1 	000.0509791	-03.7169793	 1.375	QR2 	19.42
SDSS J000012.25-003220.5 	000.0510888	-00.5390484	 1.437	Q   	20.33
WISEA J000012.27+182919.9	000.0511497	+18.4889061	 0.500	q   	18.63
SDSS J000012.28-010405.5 	000.0511754	-01.0682119	 0.949	Q   	21.32
SDSS J000012.30+211625.5 	000.0512631	+21.2737546	 1.946	Q   	20.14
SDSS J000012.32+225019.4 	000.0513680	+22.8387437	 3.090	Q   	21.38
WISEA J000012.32-345300.3	000.0513850	-34.8834676	 1.300	q   	19.21
SDSS J000012.40+004433.7 	000.0516811	+00.7427204	 2.427	QX  	22.61
SDSS J000012.43+121018.1 	000.0518013	+12.1717141	 2.325	Q   	21.39
SDSS J000012.46+272547.4 	000.0519352	+27.4298363	 1.544	Q   	18.46
SDSS J000012.47-012252.0 	000.0519830	-01.3811132	 1.090	Q   	20.66
SDSS J000012.51+103014.4 	000.0521257	+10.5040154	 1.487	Q   	19.70
SDSS J000012.52+185352.3 	000.0521930	+18.8978916	 1.346	Q   	19.88
SDSS J000012.53+315433.7 	000.0522003	+31.9093872	 3.279	Q   	20.51
WISEA J000012.56-371639.3	000.0523574	-37.2775989	 0.800	q   	20.83
J000012.58+061021.7      	000.0524167	+06.1726945	      	R   	22.09
SDSS J000012.59-014216.7 	000.0525343	-01.7046450	 2.386	Q   	20.86
SDSS J000012.62-044245.1 	000.0526176	-04.7125491	 0.896	Q   	20.51
SDSS J000012.77+340235.6 	000.0532378	+34.0432447	 1.246	Q   	19.72
SDSS J000012.85+262854.1 	000.0535719	+26.4817039	 1.796	Q   	20.52
WISEA J000012.89-100743.7	000.0537088	-10.1288986	 0.400	q   	21.65
SDSS J000012.92+082928.0 	000.0538411	+08.4911151	 2.103	Q   	22.10
WISEA J000012.95+440708.5	000.0540090	+44.1190607	 1.000	q   	18.84
SDSS J000012.99+114143.1 	000.0541593	+11.6953125	 1.964	Q   	21.87
SDSS J000013.03+044403.5 	000.0543170	+04.7343193	 2.624	Q   	20.89
WISEA J000013.05+300339.8	000.0544028	+30.0610571	 1.600	q   	22.06
SDSS J000013.06+013340.5 	000.0544435	+01.5612538	 1.235	Q   	20.68
WISEA J000013.13+435359.9	000.0545100	+43.8999267	 0.500	q   	19.72
SDSS J000013.14+141034.6 	000.0547771	+14.1763114	 0.950	Q   	19.12
SDSS J000013.20+225735.8 	000.0550157	+22.9599543	 2.460	Q   	21.36
WISEA J000013.20+272843.1	000.0550189	+27.4786251	 0.400	q   	20.19
WISEA J000013.35+330153.8	000.0556183	+33.0316645	 1.900	qX  	17.41
SDSS J000013.45+322252.2 	000.0560549	+32.3811838	 2.647	Q   	21.52
J000013.51-603542.6      	000.0563056	-60.5951667	      	X   	
SDSS J000013.62+093150.8 	000.0567502	+09.5307820	 2.670	Q   	21.13
Q 2357-024               	000.0568316	-02.1720719	 2.031	Q   	19.00
WISEA J000013.63-113730.1	000.0568488	-11.6250714	 2.400	q   	18.77
J000013.68-605300.6      	000.0570000	-60.8835000	      	X   	
WISEA J000013.69-353603.8	000.0571059	-35.6011711	 0.500	q   	19.51
SDSS J000013.80-005446.8 	000.0575121	-00.9130058	 1.841	Q   	20.06
WISEA J000013.86-211744.6	000.0577332	-21.2957358	 1.500	q   	18.76
SDSS J000013.86+065052.5 	000.0577736	+06.8479093	 2.921	Q   	20.10
SDSS J000013.94+274159.8 	000.0581066	+27.6999646	 1.156	Q   	21.50
SDSS J000013.95+354856.5 	000.0581476	+35.8157287	 1.124	Q   	18.75
SDSS J000013.97+252112.0 	000.0582274	+25.3533690	 1.328	Q   	20.17
SDSS J000014.03+232037.7 	000.0584840	+23.3438254	 0.692	Q   	21.45
WISEA J000014.04-373112.5	000.0585671	-37.5201676	 1.300	q   	18.28
SDSS J000014.07+012951.5 	000.0586431	+01.4976581	 3.228	Q   	20.02
SDSS J000014.08+341633.5 	000.0586886	+34.2759984	 1.501	Q   	19.96
SDSS J000014.12-030936.5 	000.0588317	-03.1601346	 1.977	Q   	18.80
SDSS J000014.12+290741.9 	000.0588720	+29.1283195	 2.258	Q   	21.76
SDSS J000014.15+223713.9 	000.0590125	+22.6205439	 3.490	Q   	20.15
SDSS J000014.27+215120.3 	000.0594621	+21.8556659	 1.252	Q   	21.00
SDSS J000014.26+054902.8 	000.0594778	+05.8174747	 2.286	Q   	19.80
WISEA J000014.35-613522.0	000.0598306	-61.5894170	 1.300	q   	19.39
WISEA J000014.35+790026.8	000.0599481	+79.0074912	 1.000	q   	19.08
SDSS J000014.45+141241.8 	000.0602034	+14.2116244	 0.091	N   	16.38
SDSS J000014.48-104530.5 	000.0603773	-10.7584803	 2.420	Q   	18.07
SDSS J000014.54+223912.1 	000.0606001	+22.6533767	 2.519	Q   	20.57
SDSS J000014.60+135532.2 	000.0608527	+13.9256367	 0.199	NX  	17.53
SDSS J000014.63+333128.6 	000.0609972	+33.5246319	 1.642	Q   	19.56
SDSS J000014.68+291406.4 	000.0611964	+29.2351254	 1.779	Q   	19.94
SDSS J000014.72+255440.6 	000.0613596	+25.9112905	 1.862	Q   	20.15
SDSS J000014.73-001938.7 	000.0613952	-00.3274257	 1.748	Q   	22.58
SDSS J000014.74+003203.2 	000.0614271	+00.5342478	 2.598	Q   	19.36
2QZ J000014.7-303143     	000.0615834	-30.5286667	 0.288	N   	20.03
SDSS J000014.82-011030.7 	000.0617647	-01.1752143	 1.901	Q   	19.42
SDSS J000015.01+195359.4 	000.0625777	+19.8998487	 1.878	Q   	21.73
J000015.02-344322.3      	000.0625834	-34.7228612	      	X   	20.00
KX 216                   	000.0626777	+06.7493927	 2.359	Q   	19.05
J000015.11-853922.5      	000.0629599	-85.6562616	      	R   	18.76
J000015.11-074334.1      	000.0629723	-07.7261389	      	R   	23.19
SDSS J000015.17+004833.2 	000.0632313	+00.8092517	 3.028	Q   	19.25
SDSS J000015.17+243230.1 	000.0632403	+24.5416946	 2.052	Q   	21.66
SDSS J000015.18-002308.8 	000.0632952	-00.3857819	 3.184	Q   	21.69
WISEA J000015.23-080653.9	000.0633073	-08.1152548	 0.200	q   	20.76
WISEA J000015.29-600527.3	000.0636674	-60.0910216	 0.100	q   	17.67
SDSS J000015.28+331238.0 	000.0637025	+33.2105663	 1.552	Q   	21.61
SDSS J000015.30+061035.8 	000.0638171	+06.1766281	 0.833	QR  	20.99
SDSS J000015.34+034812.4 	000.0639275	+03.8034662	 1.534	Q   	19.86
WISEA J000015.35+301411.4	000.0639806	+30.2364737	 0.200	q   	17.64
J000015.43+005400.6      	000.0643252	+00.9001880	 0.500	X   	20.99
SDSS J000015.45-040537.2 	000.0643724	-04.0936779	 1.365	Q   	20.37
SDSS J000015.48+005246.8 	000.0645195	+00.8796855	 1.859	QX  	19.33
J000015.54-320528.1      	000.0647778	-32.0911389	      	X   	19.64
SDSS J000015.56+194941.0 	000.0648476	+19.8280616	 1.245	Q   	20.66
SDSS J000015.61-035854.2 	000.0650522	-03.9817438	 1.591	Q   	19.80
SDSS J000015.76-004145.0 	000.0656889	-00.6958439	 2.404	Q   	22.15
SDSS J000015.84+183823.5 	000.0660484	+18.6398801	 2.461	Q   	20.03
2QZ J000015.9-273856     	000.0662563	-27.6490384	 1.516	Q   	18.20
LAMOSTJ000015.96+052027.4	000.0665205	+05.3409723	 0.670	Q   	18.12
WISEA J000015.96-293424.6	000.0665243	-29.5734786	 1.400	q   	20.06
SDSS J000016.02+254740.0 	000.0667613	+25.7944551	 1.610	Q   	20.17
SDSS J000016.07-010439.0 	000.0669356	-01.0775242	 1.636	Q   	21.14
SDSS J000016.08-030809.8 	000.0670173	-03.1360459	 1.982	Q   	20.06
LAMOSTJ000016.09+393825.8	000.0670895	+39.6404460	 1.640	QX  	19.23
WISEA J000016.12+200235.5	000.0671762	+20.0430434	 1.200	q   	20.80
WISEA J000016.14-134603.6	000.0672791	-13.7676987	 0.200	q   	17.90
WISEA J000016.14-345615.0	000.0673167	-34.9376258	 1.100	q   	20.67
SDSS J000016.17-030604.5 	000.0674145	-03.1012633	 1.463	Q   	19.68
WISEA J000016.20+423922.6	000.0675914	+42.6563505	 1.800	q   	19.48
SDSS J000016.28+040100.4 	000.0678387	+04.0167947	 1.249	Q   	21.72
SDSS J000016.29+263337.4 	000.0678832	+26.5603732	 0.895	Q   	20.75
J000016.30-341022.5      	000.0679445	-34.1729167	      	R   	20.76
SDSS J000016.30+231847.4 	000.0679688	+23.3131873	 2.008	Q   	20.02
WISEA J000016.30+481206.6	000.0679697	+48.2018616	 1.200	q   	19.17
2QZ J000016.3-314438     	000.0679995	-31.7438591	 1.451	Q   	18.05
WISEA J000016.35+453517.3	000.0682760	+45.5881060	 1.100	q   	19.44
SDSS J000016.43-001833.4 	000.0684682	-00.3092762	 0.702	Q   	17.90
SDSS J000016.44+215610.7 	000.0685215	+21.9363111	 0.395	A   	19.95
J000016.47-553045.1      	000.0686303	-55.5125549	      	X   	20.23
SDSS J000016.49+022715.1 	000.0687336	+02.4542040	 0.885	Q   	19.69
J000016.50+135947.8      	000.0687546	+13.9966220	 0.100	X   	20.16
J000016.53-250446.6      	000.0689028	-25.0796321	 1.400	X   	20.50
SDSS J000016.54+051104.2 	000.0689108	+05.1845005	 2.647	Q   	20.98
SDSS J000016.60+274407.1 	000.0692004	+27.7353293	 0.550	Q   	21.54
WISEA J000016.62+433956.4	000.0693056	+43.6655208	 1.100	q   	19.51
WISEA J000016.65-163059.1	000.0693684	-16.5165582	 1.300	q   	18.99
SDSS J000016.70+135219.5 	000.0696082	+13.8720825	 2.443	QR  	20.12
SDSS J000016.86+210536.9 	000.0702599	+21.0936097	 2.144	Q   	21.61
SDSS J000016.86-034204.1 	000.0702915	-03.7011636	 1.952	Q   	21.05
SDSS J000016.89+052845.8 	000.0703925	+05.4794311	 0.389	A   	19.36
SDSS J000016.91+280955.9 	000.0704469	+28.1655429	 2.557	Q   	19.99
SDSS J000016.92+195728.6 	000.0704826	+19.9579367	 1.094	Q   	19.48
J000016.92-251905.8      	000.0705043	-25.3182985	 0.500	X   	19.99
SDSS J000017.08+030818.3 	000.0712028	+03.1384658	 1.191	Q   	20.72
WISEA J000017.14-303525.4	000.0714333	-30.5903954	 0.300	q   	19.68
SDSS J000017.16+121032.8 	000.0715018	+12.1757906	 2.992	Q   	21.39
WISEA J000017.23-050505.9	000.0718114	-05.0849887	 0.200	q   	21.59
SDSS J000017.24+293006.2 	000.0718318	+29.5017125	 1.432	Q   	18.90
SDSS J000017.30+331631.4 	000.0721212	+33.2753925	 1.723	Q   	20.28
SDSS J000017.32-044502.3 	000.0721886	-04.7506613	 3.275	QR  	21.83
LAMOSTJ000017.35+212055.9	000.0723527	+21.3488697	 1.662	Q   	18.33
FBQS J0000-0851          	000.0724376	-08.8566132	 1.254	QR  	18.27
SDSS J000017.52+262711.9 	000.0730346	+26.4533317	 1.334	Q   	20.66
WISEA J000017.53-194014.9	000.0730679	-19.6708027	 2.100	q   	19.24
SDSS J000017.59+260019.5 	000.0732942	+26.0054251	 1.732	Q   	21.54
SDSS J000017.64+273847.6 	000.0735221	+27.6465788	 2.520	Q   	21.68
SDSS J000017.68-034202.2 	000.0736613	-03.7006084	 1.251	Q   	19.46
SDSS J000017.68-062828.6 	000.0736685	-06.4745758	 1.769	Q   	20.76
WISEA J000017.73-350523.3	000.0738962	-35.0898247	 0.900	q   	19.63
SDSS J000017.73+224934.3 	000.0738988	+22.8262157	 1.687	Q   	21.25
SDSS J000017.74+020027.9 	000.0739133	+02.0077340	 0.414	A   	18.81
WISEA J000017.72-322652.4	000.0739669	-32.4479746	 1.300	q   	19.15
SDSS J000017.86+134749.5 	000.0744373	+13.7970984	 0.702	QX  	21.39
WEE 187                  	000.0744777	-01.8608781	 1.914	Q   	18.91
SDSS J000017.88+002612.6 	000.0745428	+00.4368260	 0.545	Q   	19.98
SDSS J000017.91+165831.6 	000.0746258	+16.9754706	 2.700	Q   	20.79
WISEA J000017.91-434759.9	000.0746352	-43.7999824	 2.100	q   	17.56
WISEA J000017.95+433156.1	000.0748255	+43.5322604	 1.200	q   	18.86
WISEA J000017.97+344451.3	000.0748818	+34.7475999	 2.500	q   	18.14
SDSS J000017.97+002426.9 	000.0748911	+00.4075172	 2.281	Q   	20.82
WISEA J000017.97+420253.0	000.0749358	+42.0480593	 0.200	q   	18.66
WISEA J000017.98-123920.2	000.0749384	-12.6556154	 2.200	q   	21.44
WISEA J000018.02-273924.0	000.0751190	-27.6566753	 1.400	q   	19.21
SDSS J000018.02+101603.7 	000.0751263	+10.2677223	 0.903	Q   	19.59
SDSS J000018.03+140311.6 	000.0751480	+14.0532500	 2.632	Q   	21.07
WISEA J000018.08-480346.2	000.0753198	-48.0628604	 1.400	q   	19.03
SDSS J000018.12+281310.8 	000.0755176	+28.2196868	 1.311	Q   	20.39
SDSS J000018.12+013637.1 	000.0755290	+01.6103151	 2.400	Q   	20.92
SDSS J000018.14+211508.2 	000.0756099	+21.2522753	 2.097	Q   	20.36
SDSS J000018.15-053001.3 	000.0756226	-05.5003809	 1.575	Q   	19.78
SDSS J000018.16+293758.4 	000.0756737	+29.6328958	 1.188	Q   	21.04
SDSS J000018.16+051814.5 	000.0757057	+05.3040322	 1.548	Q   	21.62
SDSS J000018.18+340511.0 	000.0757479	+34.0864071	 1.205	Q   	20.34
SDSS J000018.18+050803.6 	000.0757868	+05.1343347	 2.227	Q   	20.74
J000018.20-344836.9      	000.0758334	-34.8102500	      	X   	19.67
SDSS J000018.34+035703.6 	000.0763983	+03.9510313	 1.374	Q   	19.61
SDSS J000018.34+304824.2 	000.0764433	+30.8067308	 1.532	Q   	20.31
WISEA J000018.38+151526.4	000.0766199	+15.2573353	 1.500	q   	20.70
SDSS J000018.38+201507.5 	000.0766277	+20.2521007	 1.054	Q   	20.05
SDSS J000018.48-042653.8 	000.0770401	-04.4482818	 2.758	Q   	22.01
SDSS J000018.64+310144.3 	000.0776696	+31.0289821	 1.876	Q   	20.19
SDSS J000018.64+033254.1 	000.0776774	+03.5483919	 2.238	Q   	20.35
SDSS J000018.68+334207.1 	000.0778216	+33.7019980	 0.992	Q   	19.43
WISEA J000018.74-261024.2	000.0781130	-26.1734434	 1.300	qX  	15.60
SDSS J000018.77+191232.9 	000.0782335	+19.2091382	 0.639	QX  	18.77
SDSS J000018.78+231257.5 	000.0782904	+23.2159920	 0.658	Q   	21.66
SDSS J000018.84+092037.7 	000.0785374	+09.3438324	 1.278	Q   	21.85
SDSS J000018.86+023451.0 	000.0785970	+02.5808424	 1.972	Q   	21.31
SDSS J000018.91+262455.2 	000.0788254	+26.4153379	 0.752	Q   	20.47
SDSS J000018.92+044848.2 	000.0788563	+04.8134171	 1.012	Q   	20.43
SDSS J000018.95+301948.0 	000.0789839	+30.3300054	 1.776	Q   	21.68
WISEA J000018.99-322528.8	000.0791306	-32.4248388	 1.900	q   	19.65
WISEA J000019.02-103412.8	000.0793713	-10.5702722	 1.500	q   	19.84
WISEA J000019.05-393619.8	000.0794158	-39.6055260	 1.600	q   	18.27
SDSS J000019.07+222730.1 	000.0795027	+22.4583804	 0.984	Q   	20.99
SDSS J000019.10+185717.1 	000.0795843	+18.9547770	 2.026	Q   	21.50
SDSS J000019.23+083058.6 	000.0801499	+08.5162997	 2.632	Q   	20.89
SDSS J000019.25+161005.1 	000.0802277	+16.1680932	 2.624	Q   	20.60
J000019.28+024814.6      	000.0803453	+02.8040798	 1.800	R   	20.84
KX 228                   	000.0806142	+06.9020684	 1.045	QR  	20.38
WISEA J000019.40-140144.8	000.0808647	-14.0291087	 0.500	q   	18.96
SDSS J000019.43+275208.3 	000.0809746	+27.8689936	 2.152	Q   	21.72
WISEA J000019.46-743604.6	000.0810782	-74.6012729	 2.000	q   	19.67
WISEA J000019.48+621524.1	000.0811828	+62.2567105	 0.100	q   	18.36
SDSS J000019.50+303741.3 	000.0812660	+30.6281530	 0.675	Q   	21.40
WISEA J000019.54-492408.6	000.0814504	-49.4024077	 1.000	q   	19.24
SDSS J000019.59+011504.9 	000.0816496	+01.2513631	 1.302	Q   	20.87
SDSS J000019.60+004448.0 	000.0817090	+00.7466694	 1.811	Q   	20.69
SDSS J000019.66+245420.0 	000.0819386	+24.9055541	 3.415	Q   	21.04
SDSS J000019.68+203635.5 	000.0820292	+20.6098802	 1.210	Q   	19.89
SDSS J000019.74+062000.5 	000.0823006	+06.3334651	 1.663	Q   	20.72
SDSS J000019.78+182145.9 	000.0824500	+18.3627720	 1.741	Q   	21.52
SDSS J000019.84+174552.0 	000.0826911	+17.7644952	 1.288	Q   	19.50
SDSS J000019.89+231535.9 	000.0829046	+23.2599905	 1.692	Q   	21.86
SDSS J000019.90-013537.9 	000.0829370	-01.5938788	 1.340	Q   	21.76
SDSS J000019.91+013237.1 	000.0829652	+01.5436414	 2.399	Q   	21.59
SDSS J000019.96-045030.4 	000.0831767	-04.8418047	 2.010	Q   	19.74
WISEA J000019.99+184924.6	000.0835114	+18.8234564	 0.300	q   	19.66
SDSS J000020.04+002008.0 	000.0835341	+00.3355693	 0.931	Q   	20.85
WISEA J000020.03+133450.2	000.0836217	+13.5805571	 1.100	q   	18.93
SDSS J000020.07+073021.2 	000.0836498	+07.5058942	 0.881	Q   	21.17
WISEA J000020.13-452051.8	000.0839001	-45.3477673	 1.700	q   	18.43
SDSS J000020.17+303958.4 	000.0840777	+30.6662432	 1.577	Q   	20.17
WISEA J000020.23+151100.7	000.0842939	+15.1835357	 1.100	q   	18.69
SDSS J000020.26-053010.1 	000.0844124	-05.5028128	 2.775	Q   	20.46
SDSS J000020.29-003853.3 	000.0845670	-00.6481640	 0.490	A   	21.21
SDSS J000020.31+040727.7 	000.0846179	+04.1243831	 0.537	Q   	18.22
WISEA J000020.33-801745.1	000.0848472	-80.2958892	 0.300	q   	19.53
SDSS J000020.38+262736.0 	000.0849550	+26.4600022	 0.745	Q   	20.58
SDSS J000020.38+335724.1 	000.0849577	+33.9566979	 2.525	Q   	22.00
PKS 2357-326             	000.0849981	-32.3503432	 1.275	QR2X	18.09
WISEA J000020.39-252807.3	000.0849987	-25.4687023	 0.900	q   	18.42
SDSS J000020.40+054019.8 	000.0850377	+05.6721800	 2.015	Q   	19.81
SDSS J000020.44-005040.4 	000.0852031	-00.8445691	 2.735	Q   	21.09
SDSS J000020.45+012803.9 	000.0852358	+01.4677510	 1.307	Q   	20.60
SDSS J000020.46+174733.8 	000.0852812	+17.7927634	 1.837	Q   	20.42
WISEA J000020.49-212512.1	000.0853064	-21.4199558	 0.200	q   	18.65
SDSS J000020.50+002703.9 	000.0854272	+00.4511101	 1.981	Q   	21.26
SDSS J000020.52+343010.8 	000.0855337	+34.5030276	 2.031	Q   	21.99
SDSS J000020.54+094323.3 	000.0856220	+09.7231401	 2.288	Q   	21.52
SDSS J000020.59+032357.1 	000.0857980	+03.3991959	 2.903	Q   	21.26
WISEA J000020.62-491325.1	000.0859273	-49.2236592	 0.900	q   	18.05
SDSS J000020.66+312202.7 	000.0860951	+31.3674372	 2.950	Q   	21.12
WISEA J000020.70-364617.9	000.0862938	-36.7716661	 0.700	qX  	19.23
SDSS J000020.73+050317.3 	000.0863949	+05.0548245	 1.629	Q   	21.88
SDSS J000020.94-035228.7 	000.0872365	-03.8746665	 0.445	Q   	19.49
SDSS J000020.94-051404.8 	000.0872718	-05.2346925	 2.451	Q   	21.87
SDSS J000021.00+300557.0 	000.0875058	+30.0991812	 1.189	Q   	20.92
WISEA J000021.04-140755.2	000.0877030	-14.1319987	 1.100	q   	19.38
SDSS J000021.06+012001.7 	000.0877706	+01.3338056	 1.409	Q   	19.83
WISEA J000021.04+092339.3	000.0878823	+09.3943137	 0.400	q   	17.65
SDSS J000021.09+281424.3 	000.0878918	+28.2401016	 0.993	Q   	21.36
SDSS J000021.11-023536.1 	000.0879621	-02.5933636	 0.454	A   	19.43
SDSS J000021.13+030357.1 	000.0880707	+03.0658663	 1.596	Q   	21.51
SDSS J000021.16+133241.9 	000.0881731	+13.5449870	 0.704	Q   	20.77
XMM J00003-2508          	000.0882639	-25.1368342	 0.995	QX  	20.50
WISEA J000021.27-571223.0	000.0886704	-57.2063442	 0.300	q   	18.79
SDSS J000021.29+052914.7 	000.0887549	+05.4874396	 2.521	Q   	19.12
LAMOSTJ000021.36+404605.8	000.0890538	+40.7682942	 2.163	Q   	17.62
WISEA J000021.36+070733.3	000.0890589	+07.1259636	 0.300	q   	18.54
SDSS J000021.45+230041.3 	000.0894159	+23.0114736	 1.324	Q   	21.53
SDSS J000021.47+202247.1 	000.0894843	+20.3797552	 0.950	Q   	20.56
SDSS J000021.47+062215.7 	000.0895091	+06.3710047	 3.539	Q   	20.00
WISEA J000021.56+171615.7	000.0898489	+17.2710158	 1.500	q   	17.65
WISEA J000021.60-063627.6	000.0900832	-06.6076511	 1.400	q   	19.12
WISEA J000021.71+174756.1	000.0904866	+17.7989411	 0.500	q   	20.18
J000021.73+101607.6      	000.0905556	+10.2687778	      	R   	22.58
J000021.74-700249.2      	000.0906112	-70.0470000	      	X   	20.52
SDSS J000021.77+001406.1 	000.0907125	+00.2350473	 1.831	Q   	21.93
SDSS J000021.81+294153.0 	000.0908941	+29.6980794	 2.203	Q   	22.07
SDSS J000021.84+305420.1 	000.0910371	+30.9055987	 1.073	Q   	21.47
SDSS J000021.88+214119.5 	000.0912061	+21.6887708	 1.996	Q   	21.86
SDSS J000021.90+322208.3 	000.0912494	+32.3689947	 1.696	Q   	19.99
WISEA J000021.93-155427.7	000.0913692	-15.9076299	 1.500	q   	18.95
WISEA J000021.96-283502.9	000.0915027	-28.5841540	 0.100	q   	19.26
SDSS J000021.96+072729.4 	000.0915222	+07.4581839	 2.105	Q   	21.85
SDSS J000021.97+195222.0 	000.0915701	+19.8727848	 1.663	Q   	21.38
SDSS J000021.97+152913.4 	000.0915743	+15.4870677	 1.000	qR  	19.68
SDSS J000022.02+071715.3 	000.0917592	+07.2876069	 2.544	Q   	19.51
SDSS J000022.02+270048.6 	000.0917861	+27.0135274	 1.715	Q   	21.62
SDSS J000022.02+214518.6 	000.0917874	+21.7551880	 0.409	N   	19.97
SDSS J000022.05+011742.5 	000.0919074	+01.2951640	 0.416	A   	19.35
SDSS J000022.09+261431.5 	000.0920873	+26.2420830	 2.921	Q   	21.34
SDSS J000022.13+040734.9 	000.0922440	+04.1263664	 1.669	Q   	21.49
SDSS J000022.17+255005.3 	000.0924146	+25.8348105	 1.383	Q   	20.12
WISEA J000022.16-513701.4	000.0924444	-51.6170903	 2.300	q   	19.15
SDSS J000022.20+053151.9 	000.0925413	+05.5311014	 0.914	Q   	20.38
