#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:38 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:38	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F289%2Fdr16q&-out=SDSS%2CRAJ2000%2CDEJ2000%2Cz&-out.max=120000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7289
#Name: VII/289
#Title: SDSS quasar catalog, sixteenth data release (DR16Q) (Lyke+, 2020)
#INFO	ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/289	    IVOID of underlying data collection
#INFO	creator=Lyke B.W.	    First author or institution
#INFO	cites=bibcode:2020ApJS..250....8L	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/289	    Dataset landing page
#INFO	publication_date=2021-03-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_289_dr16q:
#Name: VII/289/dr16q
#Title: The SDSS quasar-only catalog from DR16 (DR16Q)
#Column	SDSS	(A18)	SDSS-DR16 designation (HHMMSS.ss+DDMMSS.s; J2000) (SDSS_NAME)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension (J2000) (RA)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	[-17.53/84.44] Declination (J2000) (DEC)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F11.6)	[-0.0027/7.03]? Best available redshift	[ucd=src.redshift;pos.heliocentric]
SDSS	RAJ2000	DEJ2000	z
095151.35+464753.3	147.963966	+46.798158	   1.092000
095151.36+261701.6	147.964015	+26.283795	   1.203495
095151.48+313420.1	147.964507	+31.572271	   1.558054
095151.52+012302.8	147.964691	+01.384134	   1.148178
095151.56+594430.0	147.964845	+59.741675	   2.340000
095151.62+253209.8	147.965119	+25.536076	   0.675806
095151.68+525159.6	147.965362	+52.866570	   0.456712
095151.72+380901.7	147.965527	+38.150476	   1.583952
095151.81+340131.3	147.965903	+34.025371	   0.554621
095151.89+310303.5	147.966213	+31.050974	   1.450178
095151.93+390304.9	147.966410	+39.051375	   3.103000
095151.93+613328.6	147.966411	+61.557946	   1.529759
095151.97+411949.4	147.966575	+41.330396	   1.488000
095152.00+051830.6	147.966674	+05.308500	   2.471000
095152.03+614818.7	147.966827	+61.805201	   2.175000
095152.19+471143.0	147.967489	+47.195287	   0.880000
095152.20+012127.2	147.967531	+01.357566	   1.597399
095152.24+514941.8	147.967680	+51.828280	   2.065498
095152.33+271523.9	147.968071	+27.256652	   0.706844
095152.45+072047.5	147.968581	+07.346540	   1.342000
095152.49+145511.6	147.968710	+14.919895	   2.575000
095152.66+434915.5	147.969443	+43.820994	   0.715487
095152.76+430012.6	147.969858	+43.003515	   1.809449
095152.79+573629.8	147.969970	+57.608284	   0.431769
095152.95+273721.6	147.970664	+27.622672	   1.446026
095153.03+061851.3	147.970959	+06.314257	   2.493000
095153.04+060346.0	147.971018	+06.062799	   2.395000
095153.08+371400.4	147.971180	+37.233456	   1.138406
095153.11+442027.0	147.971295	+44.340845	   0.913000
095153.13+285748.1	147.971398	+28.963386	   0.707065
095153.14+064827.4	147.971457	+06.807612	   0.705000
095153.15+222242.2	147.971494	+22.378409	   1.028989
095153.16+264649.6	147.971502	+26.780468	   1.927857
095153.20+473438.0	147.971696	+47.577238	   0.867000
095153.22+333126.2	147.971769	+33.523950	   0.898000
095153.27+425805.4	147.971959	+42.968194	   2.119703
095216.24+315033.5	148.067667	+31.842650	   1.480818
095153.29+032203.1	147.972044	+03.367548	   2.387000
095153.32+174835.7	147.972182	+17.809929	   2.538000
095153.51+013541.2	147.972961	+01.594782	   1.568475
095153.74+222915.8	147.973950	+22.487748	   1.642426
095153.74+503331.0	147.973937	+50.558626	   2.572000
095153.83+462401.7	147.974333	+46.400496	   1.252000
095153.83+544921.6	147.974328	+54.822681	   2.485000
095153.88+365039.9	147.974533	+36.844426	   2.034131
095153.96+343236.6	147.974864	+34.543516	   1.538948
095154.06+451112.4	147.975283	+45.186780	   2.013507
095154.32+261105.0	147.976335	+26.184748	   0.687264
095154.46+274513.3	147.976950	+27.753712	   1.469931
095154.50+204324.9	147.977093	+20.723596	   0.855000
095154.57+562804.7	147.977392	+56.467988	   1.518739
095154.62+482040.6	147.977607	+48.344624	   1.900000
095154.64+073957.7	147.977708	+07.666050	   1.029000
095154.66+401525.9	147.977753	+40.257213	   1.128095
095154.66+445649.2	147.977773	+44.947008	   2.115000
095154.88+422335.8	147.978690	+42.393305	   2.471000
095154.99+010042.9	147.979144	+01.011935	   1.960000
095155.00+265159.8	147.979170	+26.866632	   1.688205
095155.05+352613.2	147.979379	+35.437022	   1.567808
095155.19+042335.1	147.979985	+04.393086	   2.292000
095155.22+264907.3	147.980090	+26.818706	   2.041000
095155.24-023822.2	147.980188	-02.639513	   1.916000
095155.26+502127.1	147.980291	+50.357548	   1.207000
095155.28+243327.8	147.980360	+24.557747	   3.375000
095155.40+295433.2	147.980863	+29.909246	   0.777000
095155.50+302444.3	147.981286	+30.412316	   2.098760
095155.67+220947.5	147.981997	+22.163200	   0.633852
095155.73+151747.8	147.982238	+15.296621	   2.592000
095155.76+505732.2	147.982338	+50.958952	   3.532000
095155.78+302407.0	147.982425	+30.401952	   2.076000
095155.84+161803.5	147.982670	+16.300995	   0.434000
095155.90+161843.3	147.982938	+16.312055	   2.289000
095155.99+531557.5	147.983328	+53.265992	   0.672183
095156.06+454843.4	147.983621	+45.812078	   1.665000
095156.15+484017.0	147.983987	+48.671415	   2.176000
095156.15+485721.8	147.983961	+48.956079	   1.636587
095156.21+383655.6	147.984234	+38.615456	   1.900795
095156.23+260136.7	147.984328	+26.026883	   1.140156
095156.24+230937.3	147.984360	+23.160378	   1.590273
095156.26+035718.0	147.984431	+03.955005	   2.490000
095156.29+011341.8	147.984575	+01.228293	   2.361000
095156.34+572111.7	147.984763	+57.353274	   1.518848
095156.34+584617.1	147.984779	+58.771431	   1.951307
095156.37+591135.8	147.984889	+59.193300	   1.191777
095156.46+495502.4	147.985265	+49.917347	   1.051000
095156.55+123502.5	147.985636	+12.584043	   3.597000
095156.59+041534.5	147.985813	+04.259611	   0.755000
095156.60+254026.0	147.985871	+25.673907	   0.844119
095156.63+191808.5	147.985998	+19.302364	   2.396000
095156.63+301542.5	147.985986	+30.261824	   2.033216
095156.64+000705.1	147.986037	+00.118091	   2.277000
095156.70+435453.4	147.986264	+43.914860	   2.210000
095156.72+211402.1	147.986338	+21.233933	   2.123000
095156.86+313749.5	147.986947	+31.630430	   2.182000
095156.87+310947.1	147.986990	+31.163086	   0.618000
095157.07+321837.2	147.987831	+32.310359	   2.328000
095157.12+455941.5	147.988013	+45.994872	   1.561000
095157.22+520910.5	147.988424	+52.152944	   2.341000
095157.26+100442.7	147.988617	+10.078550	   2.899000
095157.28+370703.1	147.988702	+37.117543	   1.370920
095157.36+462646.7	147.989037	+46.446317	   0.952000
095157.42+331258.9	147.989265	+33.216385	   0.967876
095158.69+255453.2	147.994553	+25.914780	   1.962093
095157.44+071836.2	147.989355	+07.310065	   3.074000
095157.46+580546.2	147.989456	+58.096167	   1.845872
095157.59+472104.1	147.989971	+47.351148	   1.603000
095157.61+271648.7	147.990045	+27.280196	   1.259784
095157.65+550841.8	147.990210	+55.144970	   2.161744
095157.86+235707.7	147.991085	+23.952158	   0.764000
095158.00+594403.7	147.991691	+59.734374	   1.895486
095158.02+502749.1	147.991758	+50.463665	   2.885000
095158.17+111645.7	147.992405	+11.279369	   2.342000
095158.22+354400.7	147.992594	+35.733539	   1.800550
095158.24+541749.9	147.992685	+54.297212	   1.926173
095158.28+095330.4	147.992860	+09.891804	   1.502000
095158.30+390315.8	147.992941	+39.054401	   1.098499
095158.58+482309.0	147.994085	+48.385858	   1.704000
095158.60+135639.0	147.994175	+13.944173	   2.412000
095158.60+245929.2	147.994189	+24.991453	   2.423142
095158.75+330132.0	147.994833	+33.025568	   1.001869
095158.77+353743.9	147.994913	+35.628865	   1.467441
095158.81+355634.9	147.995047	+35.943053	   1.595341
095158.83+391834.3	147.995136	+39.309548	   4.248000
095158.84+513800.2	147.995175	+51.633412	   1.132724
095159.00+360934.6	147.995852	+36.159622	   2.249000
095159.05+521126.2	147.996057	+52.190621	   2.302000
095159.05+570854.1	147.996057	+57.148379	   0.748414
095159.12+505305.0	147.996365	+50.884740	   1.729000
095159.33+240641.7	147.997225	+24.111588	   1.686000
095159.47+520448.4	147.997812	+52.080122	   1.771351
095159.49+352347.4	147.997880	+35.396506	   0.846952
095159.67+303919.5	147.998654	+30.655444	   1.676466
095159.69+302112.8	147.998744	+30.353582	   1.698855
095159.69+561452.5	147.998728	+56.247931	   1.139700
095159.76-010511.4	147.999017	-01.086513	   2.171000
095159.78+294116.1	147.999123	+29.687820	   1.060498
095159.78+513938.4	147.999122	+51.660668	   1.902000
095159.80+273959.9	147.999196	+27.666644	   1.443095
095159.82+101503.1	147.999269	+10.250874	   1.709222
095159.89+085928.0	147.999558	+08.991113	   2.181000
095159.98+415251.0	147.999935	+41.880855	   1.366317
095159.99+220906.1	147.999976	+22.151718	   0.220437
095200.01+143305.1	148.000072	+14.551422	   1.560400
095200.06+172232.5	148.000253	+17.375722	   1.657105
095200.35+454152.2	148.001491	+45.697835	   1.719000
095200.37+492709.3	148.001568	+49.452598	   1.255000
095200.38+590950.8	148.001615	+59.164114	   3.246148
095200.54+273606.5	148.002269	+27.601816	   2.236370
095200.58+194811.8	148.002454	+19.803300	   2.251000
095200.62+345113.5	148.002613	+34.853750	   2.192698
095200.64+480254.0	148.002677	+48.048338	   1.560000
095200.65+223954.4	148.002713	+22.665126	   0.817000
095200.72+333956.7	148.003006	+33.665758	   1.237553
095200.77+031304.9	148.003222	+03.218028	   3.189000
095200.78+255614.6	148.003275	+25.937412	   1.964000
095200.86+561332.1	148.003603	+56.225610	   1.578612
095200.91+423606.2	148.003802	+42.601740	   2.649265
095200.99+590554.6	148.004150	+59.098518	   2.700000
095201.00+060709.5	148.004202	+06.119314	   2.369000
095201.11+253715.6	148.004631	+25.621028	   2.447000
095201.19+302700.8	148.004972	+30.450226	   0.669518
095201.20+604259.9	148.005036	+60.716643	   1.132123
095201.22+090338.1	148.005098	+09.060605	   0.458756
095201.24+070358.9	148.005202	+07.066382	   1.678000
095201.25+372215.8	148.005246	+37.371063	   2.001212
095201.26-025320.8	148.005272	-02.889123	   2.345000
095201.35+183139.5	148.005661	+18.527654	   2.271000
095201.42+564851.1	148.005940	+56.814204	   1.432592
095201.43+310538.4	148.005999	+31.094005	   2.211847
095201.47+113246.8	148.006150	+11.546340	   2.265000
095201.48+034642.5	148.006194	+03.778495	   0.723000
095201.54+370451.8	148.006455	+37.081069	   2.100708
095201.58+365555.2	148.006601	+36.932010	   1.617974
095201.70+372034.1	148.007086	+37.342812	   0.956902
095201.76+120022.7	148.007339	+12.006326	   3.147000
095201.98+590151.0	148.008261	+59.030861	   2.058009
095201.99+270736.5	148.008331	+27.126806	   1.680291
095201.99+480037.9	148.008293	+48.010544	   1.089000
095202.01+135023.2	148.008378	+13.839802	   3.094000
095202.01+401512.7	148.008393	+40.253546	   1.296758
095202.02+310755.8	148.008448	+31.132190	   1.147195
095202.03+072300.3	148.008481	+07.383426	   1.643000
095202.11+353018.7	148.008827	+35.505222	   1.898110
095202.13+232720.5	148.008907	+23.455705	   1.222973
095202.15+290202.1	148.008978	+29.033943	   1.105276
095202.18+375424.2	148.009112	+37.906730	   2.500000
095202.18+483829.9	148.009096	+48.641657	   1.814000
095202.19+281105.0	148.009165	+28.184734	   1.300413
095202.21+412648.2	148.009222	+41.446727	   1.355272
095202.22+395400.6	148.009259	+39.900192	   1.442464
095202.23+331922.2	148.009328	+33.322845	   1.894871
095202.26+220617.1	148.009424	+22.104774	   2.248000
095202.57+134213.8	148.010746	+13.703844	   0.880000
095202.63+220204.0	148.010961	+22.034459	   2.415000
095202.78+304317.4	148.011586	+30.721514	   1.089003
095202.92+345625.6	148.012187	+34.940468	   1.272060
095203.03+434211.2	148.012639	+43.703129	   2.407360
095203.05+292814.3	148.012746	+29.470664	   2.018443
095203.12+420432.5	148.013023	+42.075720	   2.457000
095203.34+493102.8	148.013945	+49.517447	   1.130000
095203.39+555745.9	148.014135	+55.962777	   1.149246
095203.49+405015.9	148.014552	+40.837770	   0.760139
095203.50+414919.0	148.014587	+41.821958	   0.855000
095203.54+173748.6	148.014775	+17.630174	   2.893000
095203.65+583001.2	148.015246	+58.500333	   1.890050
095203.72+232133.9	148.015506	+23.359431	   3.381000
095203.78+054413.3	148.015786	+05.737048	   1.353229
095203.84+502806.1	148.016039	+50.468380	   1.780782
095203.94+344028.4	148.016436	+34.674566	   1.748962
095203.99+175442.0	148.016651	+17.911688	   0.639000
095204.11+380658.3	148.017131	+38.116221	   1.749755
095204.14+400212.5	148.017288	+40.036821	   2.095274
095204.14-000302.7	148.017276	-00.050769	   3.241000
095204.24+270129.5	148.017694	+27.024876	   1.509541
095204.30+590925.0	148.017918	+59.156958	   0.524845
095204.33+212743.8	148.018064	+21.462190	   3.285000
095204.52+402808.4	148.018869	+40.469019	   1.083000
095204.68+335234.8	148.019519	+33.876337	   0.349414
095204.72+293647.2	148.019690	+29.613133	   0.563020
095204.77+513059.7	148.019908	+51.516596	   2.022772
095204.78+152600.4	148.019926	+15.433463	   2.277000
095204.87+294515.2	148.020298	+29.754223	   1.606220
095204.96+261746.2	148.020698	+26.296183	   1.482152
095204.99+332426.3	148.020814	+33.407308	   1.897000
095205.08-014901.5	148.021169	-01.817108	   2.568000
095205.17+202339.1	148.021552	+20.394195	   0.831000
095205.31+495658.4	148.022161	+49.949574	   2.091000
095205.48+531805.5	148.022841	+53.301532	   2.282000
095205.54+385513.5	148.023091	+38.920436	   2.287000
095205.68+592106.0	148.023677	+59.351688	   1.360000
095205.69+221428.2	148.023731	+22.241183	   2.584000
095205.75+362915.0	148.023986	+36.487528	   2.456000
095205.84+192229.5	148.024343	+19.374886	   1.913000
095205.91+475428.8	148.024630	+47.908019	   1.741000
095205.94+161013.1	148.024770	+16.170312	   2.453000
095205.98+221018.8	148.024934	+22.171903	   2.627000
095206.04+371834.2	148.025175	+37.309519	   2.078243
095206.05+473020.2	148.025212	+47.505617	   1.323000
095206.14+005335.0	148.025586	+00.893066	   1.784086
095206.17+244231.4	148.025732	+24.708731	   2.970000
095206.20+251246.6	148.025855	+25.212948	   2.519000
095206.21+344720.2	148.025901	+34.788946	   0.787555
095206.22+510957.3	148.025948	+51.165943	   1.109000
095206.24+132159.4	148.026002	+13.366527	   2.244000
095206.27+080502.9	148.026129	+08.084166	   3.235000
095206.31+483746.8	148.026296	+48.629673	   2.493000
095206.32+412822.2	148.026373	+41.472854	   1.627586
095206.35+480605.0	148.026499	+48.101398	   1.608000
095206.38+235245.2	148.026616	+23.879231	   0.970387
095206.48+523304.2	148.027027	+52.551168	   1.353802
095206.58+301631.3	148.027452	+30.275380	   1.850926
095206.77+270516.1	148.028223	+27.087812	   1.016116
095206.81+273534.6	148.028386	+27.592956	   1.519012
095206.85+122423.8	148.028557	+12.406637	   0.580000
095206.92+604741.7	148.028866	+60.794917	   0.761907
095206.94+004323.5	148.028919	+00.723200	   3.240000
095206.99+433533.5	148.029130	+43.592662	   1.916074
095207.00+440710.3	148.029172	+44.119541	   1.052734
095207.01+531140.8	148.029245	+53.194685	   2.681000
095207.14+461046.7	148.029785	+46.179644	   2.487000
095207.21+475845.7	148.030077	+47.979389	   1.405000
095207.25+204442.5	148.030225	+20.745156	   2.459000
095207.33+472648.5	148.030581	+47.446822	   1.475000
095207.43+304527.8	148.030975	+30.757730	   2.151000
095207.44+302435.5	148.031012	+30.409874	   2.411000
095207.47+213510.2	148.031155	+21.586172	   0.935000
095207.59+423809.2	148.031648	+42.635889	   0.641923
095207.63+255257.3	148.031792	+25.882597	   0.339949
095207.74+271617.8	148.032289	+27.271612	   2.428000
095207.75+285941.9	148.032323	+28.994975	   3.560000
095207.82+400138.1	148.032611	+40.027260	   1.582438
095207.82+571115.6	148.032589	+57.187676	   1.912000
095208.00+311432.0	148.033374	+31.242243	   1.714848
095208.03+313605.0	148.033498	+31.601409	   1.286274
095208.12+472811.8	148.033844	+47.469946	   1.939000
095208.33+255502.9	148.034742	+25.917478	   1.970840
095208.34+053306.4	148.034770	+05.551801	   2.866000
095208.43+461800.3	148.035150	+46.300109	   1.176000
095208.43+462304.4	148.035138	+46.384579	   1.035000
095208.46+290935.2	148.035283	+29.159787	   0.765268
095208.48+640858.6	148.035353	+64.149620	   2.327000
095208.49+253227.9	148.035376	+25.541086	   0.899617
095208.55+024315.2	148.035661	+02.720909	   1.962179
095208.61+431431.9	148.035911	+43.242207	   2.350000
095208.64+262034.0	148.036023	+26.342787	   1.705527
095208.70+330159.0	148.036284	+33.033075	   1.009410
095208.76+194222.9	148.036540	+19.706385	   2.225000
095208.87+384106.8	148.036990	+38.685250	   1.805000
095208.89+590945.8	148.037082	+59.162724	   2.202000
095208.92+124919.0	148.037197	+12.821948	   2.081000
095208.94+345010.4	148.037265	+34.836236	   1.395055
095208.99+453608.1	148.037484	+45.602258	   1.244000
095209.06+502729.1	148.037785	+50.458090	   1.483000
095209.13+381646.4	148.038076	+38.279581	   2.421000
095209.14+294213.7	148.038117	+29.703822	   0.317610
095209.21+095937.4	148.038405	+09.993724	   1.579000
095209.25+502039.7	148.038550	+50.344375	   1.613000
095209.32+592619.7	148.038872	+59.438812	   0.908000
095209.35+341957.2	148.038990	+34.332580	   1.987478
095209.35+592005.5	148.038996	+59.334887	   1.763850
095209.36+252054.5	148.039020	+25.348478	   1.337497
095209.55+350412.6	148.039799	+35.070184	   0.855159
095209.67+105205.7	148.040295	+10.868250	   2.269000
095209.67+420706.7	148.040326	+42.118555	   1.700670
095209.73+292921.4	148.040566	+29.489292	   0.921750
095209.75+562549.2	148.040635	+56.430346	   2.092000
095209.81+331752.0	148.040911	+33.297795	   0.731000
095209.83+290117.4	148.040980	+29.021526	   1.953154
095209.89+121835.0	148.041231	+12.309735	   2.773000
095209.89+134901.1	148.041229	+13.816976	   1.185500
095209.91+333849.3	148.041293	+33.647042	   1.344940
095210.00+345619.4	148.041668	+34.938741	   1.919018
095210.01+121317.7	148.041717	+12.221588	   0.863000
095210.01+482404.2	148.041720	+48.401170	   1.825000
095210.02+591719.4	148.041750	+59.288723	   1.294729
095210.05+404209.0	148.041886	+40.702506	   1.834354
095210.12+292126.7	148.042181	+29.357435	   1.745359
095210.23+273849.1	148.042662	+27.646977	   2.721000
095210.24+362357.3	148.042699	+36.399266	   2.411000
095210.33+481611.0	148.043061	+48.269730	   2.372000
095210.54+425720.5	148.043947	+42.955722	   1.256000
095210.72+070846.9	148.044702	+07.146378	   2.876000
095210.75+082426.5	148.044805	+08.407372	   2.651000
095210.96+105902.9	148.045689	+10.984144	   2.351000
095210.97+594008.2	148.045739	+59.668947	   1.911194
095211.05+485146.2	148.046078	+48.862843	   2.065000
095211.14+281103.5	148.046431	+28.184324	   2.347000
095211.15+363150.4	148.046499	+36.530674	   1.757000
095211.19+103148.9	148.046628	+10.530272	   0.802000
095211.19+120359.3	148.046641	+12.066498	   2.234000
095211.21+385134.7	148.046721	+38.859653	   0.915716
095211.31+191107.0	148.047147	+19.185297	   2.234000
095211.37+514457.1	148.047415	+51.749211	   1.310792
095211.37-000123.8	148.047393	-00.023278	   0.566000
095211.39+291750.2	148.047483	+29.297293	   2.133199
095211.44+481821.3	148.047694	+48.305917	   1.818000
095211.51+100728.8	148.047996	+10.124688	   2.380000
095211.51+385940.5	148.047958	+38.994584	   1.694461
095211.54+390212.3	148.048092	+39.036760	   0.419974
095211.57+584843.5	148.048218	+58.812110	   3.097583
095211.65+043024.2	148.048542	+04.506734	   0.726587
095211.67+142551.0	148.048663	+14.430839	   0.796700
095211.72+521828.2	148.048846	+52.307852	   1.616654
095211.75+562857.5	148.048992	+56.482665	   0.640217
095211.76+064227.6	148.049003	+06.707675	   2.602000
095211.82+420641.8	148.049254	+42.111629	   3.322000
095211.87+503135.6	148.049460	+50.526563	   1.997000
095211.91+441148.8	148.049638	+44.196906	   1.403932
095211.91+452509.1	148.049663	+45.419213	   2.376000
095211.99+513854.3	148.049990	+51.648429	   1.821172
095212.00+501859.2	148.050036	+50.316450	   1.996000
095212.00+531848.9	148.050038	+53.313600	   2.295000
095212.08+032056.8	148.050337	+03.349136	   2.417000
095212.13+494141.2	148.050554	+49.694799	   1.697000
095212.19+373946.3	148.050803	+37.662877	   1.152260
095212.22+530258.3	148.050917	+53.049535	   1.248280
095212.23+295417.4	148.050993	+29.904860	   1.273545
095212.27+042958.4	148.051162	+04.499576	   2.065000
095212.28+395219.9	148.051199	+39.872212	   2.285000
095212.28+472032.8	148.051190	+47.342472	   0.621200
095212.34+222901.3	148.051423	+22.483697	   0.895000
095212.34-025602.6	148.051419	-02.934066	   3.429000
095212.47+465243.0	148.051975	+46.878631	   2.420000
095212.52+213827.0	148.052174	+21.640844	   2.436000
095212.70+532955.1	148.052924	+53.498667	   3.793000
095212.73+441520.3	148.053069	+44.255662	   1.807000
095212.76+394639.3	148.053203	+39.777607	   1.267193
095212.77+571718.6	148.053224	+57.288508	   0.749330
095212.78+452220.1	148.053255	+45.372258	   1.024000
095212.79+535250.5	148.053322	+53.880700	   1.114451
095212.94+025901.5	148.053931	+02.983758	   2.289000
095213.06+025400.2	148.054429	+02.900061	   2.465399
095213.09+411837.4	148.054564	+41.310389	   1.295881
095213.12+104500.5	148.054701	+10.750142	   2.070000
095213.18+564733.9	148.054926	+56.792774	   1.568836
095213.23+274608.7	148.055158	+27.769110	   0.987000
095213.24+300727.9	148.055168	+30.124420	   2.385000
095213.26+355513.1	148.055276	+35.920328	   0.932000
095213.27+455914.2	148.055304	+45.987296	   2.193000
095213.27+603826.1	148.055327	+60.640585	   0.851061
095213.31+293112.0	148.055491	+29.520008	   1.251109
095213.32+252707.5	148.055509	+25.452110	   1.172851
095213.35-021855.2	148.055660	-02.315353	   3.666000
095213.53+060102.2	148.056409	+06.017303	   2.302000
095213.74+042630.8	148.057263	+04.441914	   1.073602
095213.77+273034.3	148.057380	+27.509553	   2.311000
095213.85+550430.0	148.057741	+55.075017	   3.485985
095213.88+391701.8	148.057840	+39.283853	   1.785077
095213.91+304154.8	148.057962	+30.698574	   0.484551
095213.98+625933.2	148.058252	+62.992575	   2.683000
095214.12+291806.7	148.058850	+29.301884	   2.838000
095214.12+623549.9	148.058863	+62.597204	   0.437209
095214.19+293315.9	148.059138	+29.554418	   1.061846
095214.20+291801.3	148.059190	+29.300382	   2.155000
095214.22+045534.7	148.059268	+04.926314	   1.565000
095214.31+291657.9	148.059639	+29.282752	   1.244856
095214.31+410732.3	148.059664	+41.125645	   1.386000
095214.33+500942.2	148.059739	+50.161747	   1.957000
095214.40+471601.4	148.060033	+47.267081	   1.984000
095214.43+294824.7	148.060158	+29.806876	   1.279137
095214.44+350009.2	148.060198	+35.002566	   1.416535
095216.67+265851.1	148.069477	+26.980868	   1.840633
095214.53+524140.1	148.060566	+52.694489	   2.073958
095214.59+425416.1	148.060792	+42.904472	   0.860297
095214.65+101637.5	148.061064	+10.277108	   2.773000
095214.70+221422.1	148.061280	+22.239492	   2.231000
095214.78+394956.7	148.061604	+39.832418	   1.156000
095214.82+370450.9	148.061756	+37.080821	   2.091947
095214.82+594140.7	148.061791	+59.694639	   1.603946
