#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2026-03-02T07:56:11 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-03-02T07:56:11	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-source=VII%2F274%2Fbzcat5&-out=Name%2CRAJ2000%2CDEJ2000%2Cz%2CType&-out.max=10000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7274
#Name: VII/274
#Title: The Roma BZCAT - 5th edition (Massaro+, 2015)
#INFO	ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/274	    IVOID of underlying data collection
#INFO	creator=Massaro E.	    First author or institution
#INFO	cites=bibcode:2015Ap&SS.357...75M	    Article or Data origin sources
#INFO	journal=Ap&S	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/274	    Dataset landing page
#INFO	publication_date=2020-10-01	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	VII_274_bzcat5:
#Name: VII/274/bzcat5
#Title: The Roma BZCAT - 5th edition
#Column	Name	(A15)	Source name (based on J2000 position), 5BZA JHHMM+DDMM (G1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	z	(F6.3)	Redshift	[ucd=src.redshift]
Name	RAJ2000	DEJ2000	z
5BZB J1035+0723	10 35 07.63	+07 23 38.50	 0.000
5BZQ J1035+3756	10 35 51.17	+37 56 41.71	 1.510
5BZQ J1036+1440	10 36 03.71	+14 40 45.01	 1.373
5BZQ J1036+2203	10 36 32.98	+22 03 12.20	 0.594
5BZB J1036+1233	10 36 40.34	+12 33 38.70	 0.000
5BZQ J1036-0605	10 36 47.57	-06 05 41.20	 1.050
5BZQ J1036-3744	10 36 53.44	-37 44 15.10	 1.821
5BZQ J1037-2934	10 37 16.08	-29 34 02.78	 0.312
5BZQ J1037+0424	10 37 39.34	+04 24 01.69	 2.328
5BZQ J1037-2823	10 37 42.46	-28 23 04.09	 1.066
5BZB J1037+5711	10 37 44.29	+57 11 55.71	 0.000
5BZQ J1038-4325	10 38 14.70	-43 25 45.91	 1.356
5BZB J1038+3927	10 38 45.88	+39 27 34.99	 0.000
5BZQ J1038+0512	10 38 46.78	+05 12 29.08	 0.473
5BZQ J1039-1541	10 39 06.71	-15 41 06.68	 0.525
5BZB J1040+0947	10 40 29.01	+09 47 54.20	 0.304
5BZQ J1041+0610	10 41 17.15	+06 10 16.89	 1.264
5BZG J1041+1324	10 41 25.62	+13 24 58.39	 0.375
5BZQ J1041-4740	10 41 44.63	-47 40 00.08	 2.558
5BZQ J1041+5233	10 41 46.78	+52 33 28.18	 0.678
5BZG J1041+3901	10 41 49.14	+39 01 19.48	 0.210
5BZQ J1042-4143	10 42 44.40	-41 43 25.89	 0.431
5BZB J1042+1513	10 42 55.43	+15 13 14.91	 0.307
5BZQ J1043+2408	10 43 09.04	+24 08 35.41	 0.560
5BZB J1043+0653	10 43 23.88	+06 53 10.10	 0.000
5BZQ J1044+2959	10 44 06.34	+29 59 00.99	 2.983
5BZQ J1044+5322	10 44 10.67	+53 22 20.49	 1.901
5BZQ J1044+6037	10 44 18.20	+60 37 01.81	 1.050
5BZQ J1044+8054	10 44 23.05	+80 54 39.38	 1.254
5BZQ J1045+0624	10 45 52.73	+06 24 36.50	 1.509
5BZQ J1046+5354	10 46 24.04	+53 54 26.20	 1.710
5BZB J1046-2535	10 46 51.43	-25 35 47.18	 0.254
5BZQ J1047-1308	10 47 03.93	-13 08 32.38	 1.288
5BZQ J1047+4835	10 47 32.27	+48 35 30.91	 0.866
5BZQ J1047+2635	10 47 36.68	+26 35 27.49	 0.990
5BZB J1047+5437	10 47 45.82	+54 37 41.01	 0.540
5BZB J1047+7238	10 47 47.52	+72 38 12.98	 0.000
5BZQ J1048-1909	10 48 06.61	-19 09 35.71	 0.595
5BZU J1048+7143	10 48 27.61	+71 43 35.90	 1.150
5BZG J1048+5009	10 48 57.60	+50 09 45.39	 0.403
5BZU J1049+2338	10 49 00.24	+23 38 21.08	 0.319
5BZQ J1049+3737	10 49 09.83	+37 37 59.01	 2.987
5BZQ J1049-2231	10 49 21.87	-22 31 07.50	 1.609
5BZB J1049+1548	10 49 39.34	+15 48 37.79	 0.327
5BZQ J1050+0432	10 50 10.06	+04 32 48.98	 1.216
5BZQ J1050-3517	10 50 53.41	-35 17 44.91	 2.971
5BZQ J1050+3430	10 50 58.12	+34 30 10.90	 2.520
5BZQ J1051+2027	10 51 01.37	+20 27 20.01	 1.036
5BZQ J1051-3138	10 51 04.78	-31 38 14.31	 1.429
5BZU J1051+4644	10 51 15.90	+46 44 17.41	 0.000
5BZB J1051+3943	10 51 25.36	+39 43 25.71	 0.498
5BZQ J1051+2119	10 51 48.78	+21 19 52.28	 1.300
5BZB J1051+0103	10 51 51.83	+01 03 10.79	 0.265
5BZG J1052+4241	10 52 04.13	+42 41 53.19	 0.136
5BZQ J1053-0014	10 53 42.22	-00 14 20.18	 0.676
5BZG J1053+4929	10 53 44.13	+49 29 56.00	 0.140
5BZQ J1053+5401	10 53 57.05	+54 01 49.00	 0.995
5BZB J1054+2210	10 54 30.61	+22 10 54.80	 0.000
5BZQ J1054+3855	10 54 31.90	+38 55 21.68	 1.363
5BZQ J1054-0713	10 54 41.00	-07 13 26.18	 1.618
5BZB J1055-0126	10 55 34.36	-01 26 16.18	 0.000
5BZG J1056+0252	10 56 06.60	+02 52 13.51	 0.236
5BZQ J1056+7011	10 56 53.62	+70 11 45.88	 2.492
5BZB J1057+2303	10 57 23.09	+23 03 18.79	 0.379
5BZQ J1057-2342	10 57 24.42	-23 42 01.69	 1.125
5BZB J1057-2754	10 57 50.77	-27 54 10.79	 0.091
5BZB J1057-0059	10 57 52.79	-00 59 08.48	 0.000
5BZQ J1057-2509	10 57 54.12	-25 09 29.08	 0.593
5BZQ J1057-2433	10 57 55.40	-24 33 48.88	 1.086
5BZQ J1058-3024	10 58 00.42	-30 24 55.00	 2.523
5BZB J1058+4304	10 58 02.92	+43 04 41.48	 0.000
5BZQ J1058-0309	10 58 11.01	-03 09 27.28	 0.708
5BZQ J1058+8114	10 58 11.53	+81 14 32.71	 0.706
5BZQ J1058+1951	10 58 17.89	+19 51 50.90	 1.116
5BZU J1058+0133	10 58 29.61	+01 33 58.78	 0.890
5BZB J1058+2817	10 58 29.88	+28 17 46.21	 0.000
5BZB J1058+5628	10 58 37.73	+56 28 11.20	 0.143
5BZB J1058-8003	10 58 43.31	-80 03 54.21	 0.581
5BZB J1059-1134	10 59 12.42	-11 34 22.80	 0.000
5BZQ J1059+2057	10 59 39.04	+20 57 21.99	 0.392
5BZG J1059+4343	10 59 50.84	+43 43 15.31	 0.459
5BZU J1059+4051	10 59 51.90	+40 51 13.89	 1.746
5BZG J1100+4210	11 00 21.00	+42 10 53.11	 0.323
5BZB J1100+4019	11 00 21.06	+40 19 27.98	 0.225
5BZQ J1100-4249	11 00 50.21	-42 49 14.69	 3.560
5BZB J1101+4108	11 01 24.72	+41 08 47.40	 0.000
5BZQ J1101+7225	11 01 48.81	+72 25 37.09	 1.462
5BZQ J1101+6241	11 01 53.45	+62 41 50.60	 0.663
5BZQ J1102-4404	11 02 04.82	-44 04 22.90	 0.763
5BZQ J1102+2757	11 02 14.28	+27 57 08.71	 1.861
5BZB J1102+3801	11 02 22.93	+38 01 22.51	 0.392
5BZQ J1102+5941	11 02 42.76	+59 41 18.88	 1.830
5BZQ J1103+3014	11 03 13.30	+30 14 42.68	 0.384
5BZQ J1103-3251	11 03 31.53	-32 51 16.70	 0.355
5BZB J1103-2329	11 03 37.61	-23 29 30.98	 0.186
5BZB J1103-5357	11 03 52.21	-53 57 00.68	 0.000
5BZG J1103+0022	11 03 56.17	+00 22 36.69	 0.275
5BZB J1104+0730	11 04 24.06	+07 30 53.10	 0.000
5BZB J1104+3812	11 04 27.30	+38 12 31.78	 0.030
5BZQ J1104-2431	11 04 46.18	-24 31 25.78	 1.666
5BZQ J1104+6038	11 04 53.69	+60 38 55.28	 1.363
5BZG J1105+4653	11 05 07.07	+46 53 18.49	 0.112
5BZQ J1105-3928	11 05 11.08	-39 28 42.09	 1.611
5BZQ J1105-1813	11 05 19.12	-18 13 13.29	 0.578
5BZQ J1105+0202	11 05 38.99	+02 02 57.51	 0.106
5BZG J1105+3946	11 05 53.81	+39 46 56.89	 0.099
5BZQ J1106+2812	11 06 07.25	+28 12 47.08	 0.844
5BZB J1107+5010	11 07 04.78	+50 10 37.88	 0.706
5BZQ J1107-4449	11 07 08.69	-44 49 07.60	 1.598
5BZQ J1107+5219	11 07 25.82	+52 19 31.58	 0.944
5BZB J1107+0222	11 07 35.90	+02 22 24.49	 0.000
5BZQ J1107+7232	11 07 41.71	+72 32 35.98	 2.100
5BZQ J1107-3043	11 07 44.13	-30 43 34.89	 0.740
5BZB J1107+1502	11 07 48.06	+15 02 10.60	 0.000
5BZQ J1108+4330	11 08 23.47	+43 30 53.71	 1.226
5BZQ J1108+0811	11 08 37.51	+08 11 01.10	 1.123
5BZB J1108+2615	11 08 44.76	+26 15 32.68	 0.000
5BZG J1108+0202	11 08 45.48	+02 02 40.88	 0.157
5BZG J1108-0149	11 08 58.42	-01 49 31.90	 0.106
5BZB J1109+2411	11 09 16.18	+24 11 20.11	 0.000
5BZB J1109+3736	11 09 38.50	+37 36 11.70	 0.398
5BZB J1110-1835	11 10 27.77	-18 35 52.69	 0.000
5BZB J1110+7133	11 10 37.59	+71 33 56.59	 0.000
5BZQ J1110+4403	11 10 46.34	+44 03 25.88	 1.693
5BZB J1110+3539	11 10 56.83	+35 39 07.20	 0.000
5BZB J1110+1704	11 10 57.18	+17 04 55.70	 0.000
5BZQ J1111+5227	11 11 05.87	+52 27 49.10	 1.280
5BZQ J1111+1530	11 11 18.54	+15 30 33.19	 0.525
5BZB J1111+3452	11 11 30.89	+34 52 03.39	 0.212
5BZB J1112+2608	11 12 07.94	+26 08 03.69	 0.450
5BZB J1112+1751	11 12 24.59	+17 51 21.81	 0.421
5BZQ J1112-3745	11 12 36.81	-37 45 45.21	 0.979
5BZQ J1112+3446	11 12 38.76	+34 46 39.10	 1.956
5BZB J1112-2712	11 12 39.31	-27 12 19.51	 0.000
5BZQ J1113-3549	11 13 01.48	-35 49 48.28	 1.695
5BZQ J1113+1442	11 13 58.69	+14 42 26.99	 0.869
5BZQ J1114-0816	11 14 32.54	-08 16 38.99	 2.078
5BZQ J1114-0247	11 14 39.65	-02 47 31.59	 1.040
5BZU J1116+0829	11 16 09.96	+08 29 21.98	 0.486
5BZB J1117+2014	11 17 06.24	+20 14 07.29	 0.138
5BZB J1117+0006	11 17 17.51	+00 06 33.58	 0.451
5BZB J1117+2548	11 17 40.40	+25 48 46.51	 0.360
5BZB J1117+5355	11 17 57.23	+53 55 54.91	 0.000
5BZQ J1118-1232	11 18 17.14	-12 32 54.31	 1.739
5BZQ J1118-3054	11 18 20.61	-30 54 58.50	 2.353
5BZQ J1118-4634	11 18 26.95	-46 34 14.98	 0.713
5BZQ J1118+1234	11 18 57.30	+12 34 41.70	 2.129
5BZG J1119+0900	11 19 08.94	+09 00 22.89	 0.330
5BZQ J1119+6004	11 19 14.34	+60 04 57.21	 2.646
5BZB J1119-3047	11 19 39.59	-30 47 20.90	 0.412
5BZQ J1119+0410	11 19 42.82	+04 10 27.91	 0.736
5BZQ J1119+1656	11 19 52.43	+16 56 56.90	 0.949
5BZQ J1120-2719	11 20 16.19	-27 19 06.38	 1.881
5BZQ J1120+5404	11 20 23.30	+54 04 28.70	 0.924
5BZQ J1120+0704	11 20 38.44	+07 04 47.09	 1.336
5BZB J1120+4212	11 20 48.06	+42 12 12.38	 0.000
5BZQ J1120-1420	11 20 55.56	-14 20 29.90	 1.114
5BZB J1120+0144	11 20 59.75	+01 44 56.79	 0.368
5BZQ J1121-1722	11 21 20.81	-17 22 40.80	 0.986
5BZQ J1121-0553	11 21 25.11	-05 53 56.39	 1.297
5BZB J1121-0711	11 21 42.12	-07 11 06.39	 0.000
5BZQ J1121-0442	11 21 43.11	-04 42 36.10	 1.730
5BZG J1121+4314	11 21 56.70	+43 14 56.90	 0.185
5BZQ J1122-2532	11 22 05.74	-25 32 33.79	 2.360
5BZB J1122+4316	11 22 11.81	+43 16 49.69	 0.000
5BZQ J1122+1805	11 22 29.70	+18 05 26.30	 1.040
5BZB J1123+7229	11 23 49.16	+72 29 59.60	 0.000
5BZQ J1124-1501	11 24 02.57	-15 01 58.90	 2.561
5BZQ J1124+2336	11 24 02.70	+23 36 45.89	 1.549
5BZB J1124+2045	11 24 05.34	+20 45 53.71	 0.000
5BZG J1124+5133	11 24 13.17	+51 33 49.49	 0.235
5BZB J1124+4934	11 24 53.82	+49 34 09.80	 0.000
5BZB J1125+2143	11 25 03.64	+21 43 00.08	 0.000
5BZB J1125-3557	11 25 31.48	-35 57 03.31	 0.284
5BZQ J1125+0001	11 25 42.30	+00 01 01.41	 1.696
5BZB J1125-0742	11 25 51.99	-07 42 21.09	 0.279
5BZQ J1125+2610	11 25 53.70	+26 10 19.99	 2.341
5BZQ J1126+4516	11 26 57.65	+45 16 06.31	 1.811
5BZQ J1127-1857	11 27 04.38	-18 57 17.38	 1.048
5BZB J1127+0555	11 27 36.53	+05 55 32.08	 0.000
5BZQ J1127+5650	11 27 40.13	+56 50 14.78	 2.890
5BZQ J1127+3620	11 27 58.86	+36 20 28.39	 0.884
5BZQ J1128+5925	11 28 13.33	+59 25 14.80	 1.795
5BZB J1129+3756	11 29 03.23	+37 56 56.68	 0.000
5BZB J1129+3703	11 29 14.31	+37 03 17.89	 0.000
5BZU J1129-4435	11 29 31.72	-44 35 49.88	 0.317
5BZQ J1129-0240	11 29 52.93	-02 40 07.39	 2.093
5BZQ J1130-1449	11 30 07.05	-14 49 27.40	 1.184
5BZQ J1130+3815	11 30 53.28	+38 15 18.50	 1.733
5BZQ J1131+3114	11 31 09.47	+31 14 05.49	 0.289
5BZB J1131+0234	11 31 15.47	+02 34 50.41	 0.000
5BZB J1131+5808	11 31 18.64	+58 08 58.81	 0.360
5BZU J1131-0500	11 31 30.52	-05 00 19.69	 0.266
5BZQ J1131-1628	11 31 36.74	-16 28 33.38	 0.786
5BZQ J1132+0914	11 32 32.68	+09 14 28.10	 1.575
5BZB J1132+0237	11 32 34.37	+02 37 40.11	 0.000
5BZB J1132+0034	11 32 45.61	+00 34 27.80	 1.223
5BZG J1132+0515	11 32 55.97	+05 15 39.60	 0.101
5BZQ J1133+0015	11 33 03.02	+00 15 48.99	 1.173
5BZB J1133-2501	11 33 15.36	-25 01 09.51	 0.000
5BZQ J1133+0040	11 33 20.05	+00 40 52.78	 1.633
5BZQ J1133-0905	11 33 35.99	-09 05 23.38	 0.992
5BZB J1134-1729	11 34 44.69	-17 29 01.78	 0.571
5BZB J1135+3200	11 35 03.56	+32 00 15.58	 0.511
5BZB J1135+6609	11 35 23.70	+66 09 41.00	 0.000
5BZQ J1135-0428	11 35 58.22	-04 28 27.91	 0.273
5BZB J1136+1601	11 36 17.54	+16 01 52.21	 0.574
5BZQ J1136-0330	11 36 24.58	-03 30 29.48	 1.643
5BZB J1136+7009	11 36 26.40	+70 09 27.28	 0.045
5BZQ J1136+3407	11 36 27.35	+34 07 39.50	 1.332
5BZB J1136+6737	11 36 30.10	+67 37 04.40	 0.136
5BZG J1136+2550	11 36 50.09	+25 50 52.29	 0.156
5BZB J1137-1710	11 37 55.61	-17 10 42.09	 0.600
5BZB J1138+4113	11 38 12.14	+41 13 52.78	 0.574
5BZQ J1138+4745	11 38 21.13	+47 45 15.40	 0.770
5BZQ J1139-1552	11 39 29.58	-15 52 51.70	 2.625
5BZB J1140+1528	11 40 23.47	+15 28 09.69	 0.244
5BZQ J1140+4622	11 40 47.90	+46 22 04.90	 0.115
5BZB J1142+1547	11 42 07.73	+15 47 54.20	 0.000
5BZG J1143+7304	11 43 04.94	+73 04 09.19	 0.123
5BZQ J1143+1843	11 43 06.03	+18 43 42.81	 0.374
5BZB J1143+6122	11 43 12.11	+61 22 10.81	 0.000
5BZQ J1143+6633	11 43 41.59	+66 33 31.21	 2.328
5BZB J1143+5102	11 43 57.60	+51 02 36.88	 0.000
5BZQ J1145+0455	11 45 21.31	+04 55 26.68	 1.342
5BZQ J1145-2250	11 45 22.04	-22 50 31.30	 1.141
5BZG J1145-0340	11 45 35.10	-03 40 01.70	 0.167
5BZQ J1145-6954	11 45 53.62	-69 54 01.79	 0.244
5BZQ J1146-2447	11 46 08.09	-24 47 32.89	 1.940
5BZQ J1146-2859	11 46 26.19	-28 59 18.49	 0.450
5BZQ J1146+5848	11 46 26.90	+58 48 34.30	 1.982
5BZQ J1146+5356	11 46 44.20	+53 56 43.11	 2.201
5BZQ J1146+3958	11 46 58.30	+39 58 34.28	 1.089
5BZB J1147-3812	11 47 01.37	-38 12 11.01	 1.048
5BZG J1147+3501	11 47 22.13	+35 01 07.49	 0.063
5BZQ J1147-6753	11 47 33.40	-67 53 41.78	 0.210
5BZQ J1147-0724	11 47 51.54	-07 24 41.11	 1.342
5BZG J1147+2205	11 47 55.14	+22 05 41.71	 0.276
5BZQ J1147+2635	11 47 59.76	+26 35 42.28	 0.867
5BZQ J1148+5654	11 48 03.18	+56 54 11.69	 0.451
5BZB J1148+1840	11 48 37.77	+18 40 09.01	 0.000
5BZG J1148+5924	11 48 50.35	+59 24 56.41	 0.011
5BZQ J1148-0404	11 48 55.87	-04 04 09.58	 0.340
5BZQ J1148+5254	11 48 56.57	+52 54 25.30	 1.632
5BZB J1149+6243	11 49 26.14	+62 43 32.48	 0.000
5BZB J1149+2439	11 49 30.35	+24 39 26.78	 0.402
5BZB J1149+1035	11 49 55.67	+10 35 08.08	 0.000
5BZG J1150+5528	11 50 00.07	+55 28 21.39	 0.139
5BZQ J1150+4332	11 50 16.60	+43 32 05.89	 3.037
5BZB J1150+2417	11 50 19.20	+24 17 53.80	 0.000
5BZQ J1150+0156	11 50 24.78	+01 56 20.29	 0.706
5BZQ J1150-1930	11 50 31.53	-19 30 49.50	 2.489
5BZB J1150+4154	11 50 34.77	+41 54 40.10	 0.000
5BZQ J1150-0023	11 50 43.86	-00 23 54.20	 1.976
5BZQ J1151-1723	11 51 03.19	-17 23 59.78	 1.751
5BZB J1151+5859	11 51 24.67	+58 59 17.59	 0.000
5BZB J1151-1347	11 51 29.95	-13 47 50.71	 0.000
5BZB J1152+2837	11 52 10.71	+28 37 21.21	 0.441
5BZQ J1152-0841	11 52 17.21	-08 41 03.30	 2.370
5BZB J1152+1531	11 52 22.19	+15 31 48.10	 0.000
5BZQ J1152+3209	11 52 27.48	+32 09 59.18	 0.374
5BZQ J1152+4939	11 52 32.87	+49 39 38.80	 1.093
5BZQ J1152+3307	11 52 51.90	+33 07 18.80	 1.400
5BZQ J1152-0519	11 52 55.49	-05 19 48.50	 1.983
5BZQ J1153+8058	11 53 12.49	+80 58 29.20	 1.250
5BZQ J1153+0914	11 53 12.54	+09 14 02.29	 0.696
5BZU J1153+5831	11 53 23.98	+58 31 38.60	 0.202
5BZQ J1153+4931	11 53 24.47	+49 31 08.79	 0.334
5BZQ J1153+3617	11 53 26.70	+36 17 26.30	 1.358
5BZB J1153+3823	11 53 42.90	+38 23 05.89	 0.410
5BZQ J1153+4036	11 53 54.65	+40 36 52.59	 0.916
5BZQ J1154+5934	11 54 01.37	+59 34 54.19	 0.871
5BZQ J1154+6022	11 54 04.55	+60 22 20.89	 1.120
5BZB J1154-0010	11 54 04.55	-00 10 09.91	 0.254
5BZB J1154-3242	11 54 06.18	-32 42 43.30	 0.000
5BZG J1154+0238	11 54 09.28	+02 38 15.10	 0.211
5BZG J1154+1225	11 54 10.42	+12 25 09.69	 0.081
5BZQ J1155-3107	11 55 03.16	-31 07 58.69	 4.300
5BZB J1155+0926	11 55 18.27	+09 26 41.20	 0.000
5BZQ J1155+0214	11 55 42.53	+02 14 11.11	 0.873
5BZU J1155-8101	11 55 46.14	-81 01 18.08	 1.395
5BZG J1156+4238	11 56 46.55	+42 38 07.40	 0.172
5BZG J1157+2822	11 57 09.53	+28 22 00.69	 0.300
5BZG J1158+2450	11 58 25.79	+24 50 17.98	 0.202
5BZQ J1158+4825	11 58 26.76	+48 25 16.21	 2.028
5BZB J1158+0937	11 58 54.36	+09 37 11.71	 0.000
5BZU J1159-2228	11 59 11.27	-22 28 36.91	 0.565
5BZU J1159-0940	11 59 12.71	-09 40 51.99	 0.000
5BZQ J1159-2142	11 59 21.42	-21 42 44.89	 0.617
5BZQ J1159+2914	11 59 31.82	+29 14 43.79	 0.729
5BZQ J1159-2148	11 59 51.90	-21 48 53.71	 0.927
5BZG J1200+4758	12 00 46.79	+47 58 28.30	 0.270
5BZG J1201-0007	12 01 06.18	-00 07 01.59	 0.165
5BZQ J1201+0900	12 01 27.40	+09 00 40.28	 1.016
5BZG J1201-0011	12 01 43.66	-00 11 13.99	 0.164
5BZB J1202+4444	12 02 08.65	+44 44 22.48	 0.297
5BZQ J1202+2756	12 02 34.00	+27 56 26.01	 0.672
5BZQ J1202-0528	12 02 34.21	-05 28 02.49	 0.381
5BZB J1202+3851	12 02 57.06	+38 51 47.41	 0.000
5BZB J1203+6031	12 03 03.50	+60 31 19.09	 0.065
5BZQ J1203+4803	12 03 29.85	+48 03 13.60	 0.817
5BZB J1203+5430	12 03 31.67	+54 30 08.89	 0.478
5BZQ J1203+4510	12 03 35.40	+45 10 49.58	 1.075
5BZB J1203+5819	12 03 55.33	+58 19 45.51	 0.000
5BZB J1204+1145	12 04 12.11	+11 45 55.40	 0.296
5BZG J1204-0710	12 04 16.66	-07 10 08.90	 0.184
5BZQ J1204-5055	12 04 58.91	-50 55 56.60	 1.083
5BZQ J1205-2634	12 05 33.20	-26 34 04.51	 0.789
5BZQ J1205+0053	12 05 48.48	+00 53 43.90	 0.932
5BZQ J1206+2822	12 06 19.64	+28 22 54.58	 1.507
5BZB J1206+0529	12 06 58.02	+05 29 52.18	 0.000
5BZB J1207+1715	12 07 09.96	+17 15 49.28	 0.000
5BZB J1207-1746	12 07 11.50	-17 46 05.98	 0.000
5BZQ J1207+1211	12 07 12.61	+12 11 45.81	 0.892
5BZQ J1207+2754	12 07 27.90	+27 54 58.78	 2.180
5BZQ J1207-0106	12 07 41.68	-01 06 36.68	 1.006
5BZB J1208+3015	12 08 04.32	+30 15 50.39	 0.000
5BZB J1208-2937	12 08 18.00	-29 37 59.91	 0.249
5BZU J1208+6121	12 08 37.11	+61 21 06.51	 0.275
5BZB J1208+1159	12 08 37.26	+11 59 37.78	 0.369
5BZQ J1208+5441	12 08 54.24	+54 41 58.09	 1.343
5BZQ J1209-2406	12 09 02.45	-24 06 20.80	 1.299
5BZB J1209-2032	12 09 14.60	-20 32 39.01	 0.404
5BZB J1209+4119	12 09 22.79	+41 19 41.41	 0.000
5BZQ J1209-4016	12 09 35.23	-40 16 13.11	 0.966
5BZB J1209+0210	12 09 38.32	+02 10 17.18	 0.000
5BZQ J1209+2547	12 09 45.09	+25 47 03.69	 1.435
5BZQ J1209+1810	12 09 51.76	+18 10 06.81	 0.846
5BZG J1210+0223	12 10 17.70	+02 23 43.58	 0.383
5BZB J1210+3929	12 10 26.67	+39 29 08.98	 0.617
5BZB J1211+3900	12 11 34.24	+39 00 53.78	 0.602
5BZB J1211+2242	12 11 58.67	+22 42 32.39	 0.453
5BZB J1213+5129	12 13 00.87	+51 29 35.91	 0.000
5BZB J1213-1003	12 13 22.93	-10 03 25.30	 0.000
5BZB J1213-2618	12 13 22.99	-26 18 06.98	 0.278
5BZQ J1213+1307	12 13 32.15	+13 07 20.60	 1.139
5BZQ J1213+0001	12 13 47.53	+00 01 30.00	 0.961
5BZB J1213+6425	12 13 48.81	+64 25 20.10	 0.000
5BZQ J1214+0829	12 14 59.90	+08 29 22.48	 2.359
5BZB J1215+5002	12 15 00.78	+50 02 15.61	 0.000
5BZQ J1215+1654	12 15 03.96	+16 54 37.90	 1.132
5BZB J1215+3508	12 15 08.85	+35 08 13.41	 0.882
5BZQ J1215+4627	12 15 09.95	+46 27 15.08	 0.720
5BZG J1215+0732	12 15 10.97	+07 32 04.70	 0.136
5BZQ J1215+6422	12 15 48.90	+64 22 28.48	 3.233
5BZQ J1215+3448	12 15 55.60	+34 48 15.19	 0.857
5BZB J1216-0243	12 16 03.26	-02 43 05.69	 0.359
5BZG J1216+0929	12 16 06.22	+09 29 09.38	 0.094
5BZQ J1216-1033	12 16 24.40	-10 33 15.58	 0.636
5BZB J1216+0541	12 16 49.98	+05 41 36.70	 0.000
5BZQ J1217+2925	12 17 08.25	+29 25 33.49	 0.974
5BZQ J1217+5835	12 17 11.01	+58 35 26.19	 2.550
5BZQ J1217+3305	12 17 32.53	+33 05 38.40	 2.606
5BZQ J1217+5155	12 17 36.65	+51 55 10.19	 2.224
5BZB J1217+3007	12 17 52.08	+30 07 00.58	 0.130
5BZB J1217-0029	12 17 58.73	-00 29 46.28	 0.419
5BZB J1218-0119	12 18 34.92	-01 19 54.30	 0.000
5BZQ J1219+4829	12 19 06.41	+48 29 56.11	 1.076
5BZQ J1219+6600	12 19 35.79	+66 00 31.78	 1.266
5BZB J1219+0446	12 19 44.98	+04 46 22.40	 0.000
5BZB J1219-0314	12 19 45.71	-03 14 24.00	 0.299
5BZQ J1220+7105	12 20 03.63	+71 05 31.09	 0.451
5BZB J1220+3431	12 20 08.28	+34 31 21.68	 0.000
5BZQ J1220+0203	12 20 11.88	+02 03 42.19	 0.240
5BZB J1220-0003	12 20 12.13	-00 03 05.68	 0.000
5BZQ J1220+3808	12 20 59.22	+38 08 55.60	 1.108
5BZG J1221+4742	12 21 07.78	+47 42 28.51	 0.210
5BZB J1221+3010	12 21 21.94	+30 10 37.09	 0.184
5BZQ J1221-0241	12 21 23.94	-02 41 49.59	 0.665
5BZQ J1221+4411	12 21 27.04	+44 11 29.68	 1.347
5BZB J1221+2813	12 21 31.68	+28 13 58.51	 0.102
5BZG J1221+0821	12 21 32.05	+08 21 44.20	 0.132
5BZB J1222+3540	12 22 11.41	+35 40 58.29	 0.000
5BZQ J1222+0413	12 22 22.54	+04 13 15.70	 0.966
5BZQ J1222+2934	12 22 43.21	+29 34 41.48	 0.787
5BZQ J1223+4611	12 23 39.34	+46 11 18.59	 1.012
5BZB J1223+8040	12 23 40.49	+80 40 04.29	 0.000
5BZG J1223+4650	12 23 53.04	+46 50 48.91	 0.261
5BZQ J1223+0650	12 23 54.61	+06 50 02.61	 1.189
5BZB J1223+7953	12 23 58.21	+79 53 29.00	 0.000
5BZB J1224+2239	12 24 01.03	+22 39 38.91	 0.428
5BZQ J1224+5001	12 24 09.90	+50 01 55.48	 1.062
5BZB J1224+2436	12 24 24.17	+24 36 23.50	 0.219
5BZB J1224+4335	12 24 51.50	+43 35 19.28	 0.000
5BZQ J1224+0330	12 24 52.42	+03 30 50.29	 0.956
5BZU J1224-8313	12 24 54.37	-83 13 10.09	 0.000
5BZQ J1224+2122	12 24 54.46	+21 22 46.41	 0.434
5BZU J1225+4834	12 25 06.49	+48 34 35.18	 0.647
